Actual,Predicted
515,503.32843
476,497.40976
672,702.6196
359,401.80862
497,492.46222
571,600.57556
598,621.51636
614,562.1669
450,458.37997
671,681.73376
488,509.71313
752,715.0252
652,669.16956
426,430.99347
483,507.23254
521,554.8208
830,837.35706
607,615.59326
484,496.11755
502,521.3172
595,563.0847
507,522.2286
369,415.80408
820,812.1826
568,545.1183
502,515.8639
729,741.6378
637,633.14923
545,555.72546
708,734.01996
673,705.49274
800,809.9656
600,642.3288
494,504.4979
469,461.10056
798,812.07745
586,600.76337
595,575.77185
524,509.77264
730,743.56213
560,554.79004
500,510.65936
566,599.268
628,608.18005
530,540.1218
810,798.53107
627,601.3594
675,651.5358
645,692.4744
660,628.4207
589,600.132
568,596.15643
415,433.12097
712,816.9536
651,643.1719
652,632.94696
792,819.16534
658,654.66583
637,708.6745
319,397.04263
552,551.8737
775,723.06976
653,681.0014
576,582.2574
745,761.1122
511,522.3257
678,706.32513
617,617.88135
743,708.1909
702,630.70593
762,712.1819
728,741.9686
741,715.72174
608,534.1534
558,566.1231
512,523.62286
558,603.89905
525,535.46857
551,554.7249
492,514.5989
582,560.8875
570,565.44775
836,834.2498
806,817.2172
811,802.7491
828,826.10736
708,708.37427
594,570.19574
783,792.33417
592,538.7573
665,654.90674
817,737.892
533,521.5342
615,649.6199
570,513.48627
707,692.9405
674,668.01245
458,472.08093
813,813.77167
524,521.43115
658,665.692
555,543.6828
576,550.0014
492,506.46603
492,506.69934
542,539.4493
821,805.9147
530,517.3559
517,529.6169
478,486.1406
816,811.40063
569,562.8743
729,746.4077
631,609.18195
570,562.70184
822,809.0154
816,813.20654
438,431.63043
689,680.1785
516,529.2607
760,745.7306
815,790.1395
556,563.61
776,776.7981
802,801.10614
636,642.6187
814,813.99255
483,514.3798
488,505.2183
667,701.90265
713,683.59595
615,648.83746
793,763.3628
494,524.796
534,514.73645
795,805.1255
524,535.1251
483,533.85333
787,770.34155
531,545.9601
616,637.41895
533,528.9068
573,581.2183
518,536.4625
517,524.7791
512,510.40805
663,703.6865
501,498.55093
482,499.25815
478,505.51443
620,629.8312
819,808.5594
824,822.68207
553,570.8617
834,831.4442
562,548.30096
705,720.4235
524,540.4705
501,517.09393
673,660.7431
792,798.13947
675,709.08734
587,521.91095
739,726.1207
615,624.7665
364,386.55322
730,704.06903
692,727.31274
731,744.8072
522,525.3162
530,534.2615
817,805.8684
684,684.77155
733,746.6656
612,627.24817
720,639.81573
643,692.4411
671,665.8795
631,600.50494
571,572.0701
839,838.7689
432,474.15945
447,501.75198
812,795.501
690,706.9534
799,808.53253
513,532.1361
635,657.6908
640,606.89014
511,489.4751
504,509.49316
524,523.17267
608,584.37494
675,653.4472
545,573.1671
623,668.08734
632,665.9073
538,542.0432
659,664.08093
508,503.94772
560,592.5808
545,561.1399
702,725.3061
517,535.47565
750,739.3066
742,735.7557
517,532.5961
528,517.96063
463,511.7544
477,497.14185
793,805.97375
462,464.3714
524,495.2225
411,411.33734
625,601.8065
403,427.652
517,654.2503
443,479.52524
497,500.6152
761,751.4701
644,644.0347
602,595.5222
687,665.76086
617,606.2227
457,495.58002
508,517.9363
451,466.45215
772,774.96
810,815.6919
763,791.2573
745,714.2893
809,806.7023
695,721.619
829,819.1139
727,746.378
448,470.2177
641,638.44946
602,606.841
702,709.3481
507,544.1469
643,619.4892
554,585.3148
783,790.4083
566,553.03937
814,811.2784
599,630.8721
665,640.23206
553,548.76215
517,521.0702
512,526.7815
788,781.8406
505,495.935
581,594.07245
792,782.8764
447,495.96283
586,579.70685
464,506.9877
813,779.21857
750,736.5651
629,654.00073
628,614.57336
497,501.03802
738,714.03375
513,500.13327
711,697.909
556,535.37506
539,504.26392
653,652.7175
490,510.90305
730,738.0048
530,504.09244
480,527.76654
814,794.8287
582,578.8872
405,458.08926
501,518.41675
675,694.6866
520,542.5751
799,789.6154
753,766.24963
791,773.5838
827,800.1669
609,621.9821
514,536.55255
399,407.85907
672,717.1989
555,522.2718
530,574.991
521,590.8468
578,619.94666
666,634.15894
779,771.32983
508,511.79407
509,513.40936
494,515.89325
815,810.6096
644,637.9113
467,482.55176
537,552.11884
733,692.72675
694,686.2141
479,499.43182
457,491.46268
665,643.03955
573,542.0821
774,796.2764
518,571.9552
591,616.4191
647,674.9329
585,612.7597
575,626.235
524,531.5431
703,719.1971
607,585.6568
682,714.5567
597,665.4953
829,825.79816
752,766.4415
512,528.69727
661,642.31213
425,409.61472
557,550.37085
752,707.0561
720,691.41547
300,405.1862
663,655.8022
533,490.803
647,634.50226
512,530.2625
758,722.8762
748,709.70667
549,545.3516
724,717.861
661,627.0039
675,708.25226
808,810.2947
815,785.0643
811,794.616
510,534.27814
568,531.994
554,535.5766
541,562.4614
528,500.5207
486,503.0784
480,486.24023
678,690.6247
820,798.1418
822,800.43256
615,605.288
598,599.878
498,507.30142
757,769.50793
578,594.81635
703,708.7799
585,509.77457
535,565.8536
613,601.1566
588,605.83154
616,640.18427
589,584.3304
683,587.9939
541,557.713
502,598.5634
536,544.4645
692,708.98047
826,821.2668
657,688.1974
824,824.0349
620,618.4676
808,808.95416
517,521.81274
810,816.4112
643,648.5839
564,563.11346
765,760.2517
524,537.4867
641,616.00665
498,497.40067
550,534.81104
762,745.62854
566,634.97144
647,644.3781
519,556.12946
818,824.70544
690,665.82983
800,790.7669
592,525.9832
542,582.38574
713,713.2016
764,719.2453
489,522.92523
687,735.1655
667,660.2407
804,822.10065
694,670.4692
451,503.64178
772,774.6178
631,632.5899
463,508.3546
769,763.7394
822,820.3513
490,502.33258
822,812.8241
662,652.81885
620,608.3094
807,789.9122
648,622.5493
628,645.324
657,665.1274
553,615.0701
718,714.7354
649,631.28046
519,499.4353
695,656.93365
813,816.6248
534,535.84576
790,795.18164
745,748.47375
669,674.8246
557,567.4027
509,515.4503
831,835.3224
627,695.8899
397,450.2225
517,527.99554
552,559.1
610,596.86505
627,620.24927
558,509.2797
785,749.0392
516,622.3027
830,825.2773
802,810.9119
493,504.59164
736,741.6815
649,657.62646
619,603.10657
785,775.4574
505,524.0344
826,828.6554
517,535.16205
773,782.44696
488,513.5745
805,810.5602
524,504.5763
484,505.08786
654,643.47156
806,788.519
529,538.9959
603,600.96185
489,553.3533
547,524.1084
768,766.73535
585,586.0615
573,536.9436
506,532.6136
381,430.0456
546,538.767
544,551.21686
429,437.78625
661,667.6442
692,716.1619
699,681.1448
681,648.66034
510,521.6243
545,534.9661
563,605.1858
808,803.87
801,807.52277
524,536.34784
549,515.80237
564,566.3436
644,612.8305
635,611.85846
819,810.5841
552,531.985
798,789.5381
658,650.0989
674,626.81085
475,495.3763
409,442.0167
819,756.8085
590,604.99554
680,697.71643
623,620.8645
793,766.5269
697,673.0273
822,834.5735
625,612.3154
731,732.3896
481,547.15326
762,755.56506
519,505.77823
506,575.22174
565,613.63336
489,507.7178
509,542.0285
680,711.2906
550,577.8391
673,701.9632
483,477.12592
802,818.50275
789,791.31635
483,489.36224
739,741.9038
563,545.8487
795,784.90405
784,771.8309
502,497.62195
832,799.8831
565,598.6554
436,469.29028
728,715.0474
761,714.0602
665,605.1221
526,566.5309
625,600.6368
793,816.2909
546,561.37585
479,500.59567
689,677.6887
647,676.8584
588,546.4937
706,727.7225
761,757.4027
727,744.14636
730,728.53876
565,565.7683
586,588.77216
669,724.3985
831,840.02344
420,459.97638
754,710.299
626,608.6684
487,503.3785
652,601.8797
630,659.7947
624,606.5308
694,724.5377
643,662.163
502,459.74023
812,811.7292
793,765.98004
505,501.12732
637,580.66046
695,700.31824
598,568.9742
488,510.2474
392,496.31866
534,537.4743
636,701.0983
607,622.1491
736,735.32294
630,644.04675
447,477.9709
512,513.5112
634,621.7579
517,522.7336
457,467.15707
756,757.59686
829,828.945
581,561.17725
792,781.36694
615,641.1256
489,525.43475
714,739.40576
712,699.89215
690,675.9345
457,492.57864
557,556.23
688,636.70465
553,526.1384
409,445.38577
662,663.6814
815,763.9458
512,526.14825
509,512.9067
660,618.15924
521,475.55344
554,570.3441
580,578.54834
559,564.65643
523,545.956
813,817.4803
507,516.20605
626,639.24207
466,479.358
669,658.4856
552,532.3108
581,587.0136
586,585.1494
586,581.5401
600,567.02325
573,564.1804
819,801.99426
713,708.5008
835,832.2261
502,489.98578
508,525.2245
831,834.51746
594,597.85004
797,804.6902
670,656.29443
658,660.87695
409,526.9693
635,646.2628
565,583.3529
642,647.68445
697,725.0312
414,434.25473
674,619.3274
789,785.76715
524,532.36365
667,667.67645
455,537.06885
787,809.4501
817,820.49506
765,770.531
687,700.51685
813,815.7841
630,588.6914
762,753.7733
505,522.5594
588,593.5814
586,612.377
760,723.00226
721,722.3187
722,693.9162
429,453.0828
835,842.8966
617,651.56506
666,598.3296
651,656.6038
460,515.4912
667,683.11163
795,788.732
523,512.0214
556,533.53076
566,619.1892
678,698.84
572,575.7021
645,637.24036
820,835.51373
831,835.287
568,558.35046
802,783.65643
586,608.2212
568,588.2718
696,705.85596
511,519.065
557,610.2103
460,494.41254
717,687.0267
394,453.03516
577,558.2614
525,702.85504
594,630.2974
739,746.3347
520,528.54767
582,611.62354
447,464.91086
659,638.2029
416,488.8335
635,635.2593
481,519.5825
518,508.8452
561,604.7127
570,561.3118
695,686.12006
551,563.14844
641,646.4791
543,495.5471
554,572.8706
663,655.1176
796,798.0277
676,655.62103
492,583.75494
595,603.38293
774,721.92664
775,794.43866
789,738.06854
482,453.84592
720,586.9424
655,664.14703
507,497.38297
573,627.527
526,555.58154
808,815.0903
565,611.6079
553,559.68286
824,822.19635
824,827.5135
631,616.63525
828,826.00543
799,807.0537
564,566.9603
472,397.45407
751,773.8349
504,511.74506
779,775.6108
615,592.8095
524,530.0291
743,754.6597
647,604.432
467,459.89023
558,534.5716
770,688.79553
524,536.0026
682,703.76636
680,702.5353
615,607.5964
537,574.6066
623,586.6287
803,803.0064
684,706.22504
790,793.2485
801,802.4964
518,518.23126
632,649.03015
456,468.24203
728,731.20856
777,773.31146
520,530.819
462,484.6851
459,472.68784
774,792.9815
812,786.57544
524,541.9264
797,781.7612
564,567.3763
524,539.72986
800,819.97296
819,815.44745
425,440.54718
706,684.48535
535,557.7185
785,760.80994
649,689.2465
464,506.5438
812,806.9169
468,501.21524
809,735.3271
824,822.9125
405,422.42508
825,824.4385
780,786.9342
751,732.93115
584,610.69714
542,543.3957
632,610.0238
809,781.2642
636,646.0296
631,656.4771
588,573.7446
628,612.8829
575,571.6603
799,788.52966
474,494.15167
714,730.42737
642,637.68823
457,460.55817
475,500.16113
780,757.85895
568,585.0203
804,817.6513
744,786.6621
575,605.4049
792,798.15576
522,524.628
693,701.7561
479,496.97247
721,695.10754
636,626.2735
644,664.1578
505,476.21753
784,807.508
558,589.8877
634,554.72046
517,527.96124
552,585.3805
608,606.51935
524,529.1728
506,505.94693
529,503.30045
508,537.05646
663,657.3178
527,573.73694
453,534.50305
466,489.9039
812,731.8745
571,569.85626
544,508.6326
757,796.3156
524,535.5974
612,602.57324
724,662.39813
514,512.84515
641,580.17444
784,773.4458
499,534.945
544,603.00146
807,820.9804
683,660.1683
785,797.8009
737,703.32007
617,652.8028
538,548.3612
524,530.3528
804,811.591
524,538.00616
519,530.1161
750,746.65625
688,718.3763
780,760.04755
783,798.17456
571,561.16345
536,519.4223
491,465.95477
594,592.56616
826,823.6489
818,803.4325
740,729.11707
508,528.9938
606,607.0444
657,635.2495
540,565.84235
486,525.0912
600,600.0316
567,561.39044
543,545.6277
605,625.6226
603,578.4982
749,723.93616
754,715.73254
719,639.28046
524,558.14215
798,806.40796
814,817.07166
751,756.1456
799,804.19135
443,485.54733
566,614.4845
448,465.9029
398,399.47968
596,598.16095
538,546.6637
495,498.9472
512,511.81387
756,762.40985
733,694.4743
534,519.67035
658,621.0587
535,544.94257
532,524.24066
441,482.2657
573,651.69965
415,496.80627
508,542.47345
667,675.3483
517,530.1585
785,759.9319
759,748.95435
606,619.1927
524,489.6784
473,478.26456
626,631.5341
569,571.53766
555,572.5154
825,811.81824
787,770.3693
761,744.73724
813,810.97437
520,545.84564
560,569.50104
528,531.8694
664,726.34546
649,643.2541
457,453.44104
588,566.9156
498,507.92477
636,628.77795
772,784.06085
831,799.28687
776,776.3436
675,729.57605
371,435.0785
513,543.7063
717,704.2727
513,512.5907
558,576.7776
720,707.8058
664,660.5377
812,801.8348
718,694.75397
674,673.8927
791,789.14465
734,697.5924
578,618.0499
568,546.19934
587,608.44867
809,779.9975
676,701.93286
500,486.40933
586,514.9819
591,553.0513
625,635.0354
645,646.5514
642,631.784
562,606.08
504,521.551
810,809.6243
812,807.60626
749,760.4998
581,581.5471
808,806.65967
533,545.9418
796,797.11896
509,508.5868
612,615.0272
502,532.65186
524,539.1581
654,674.46826
811,818.9921
492,500.2243
706,701.6209
591,608.6568
724,731.6105
552,535.8938
445,484.30002
502,536.7382
605,611.6497
753,720.3599
300,395.3718
503,515.90326
630,577.30615
623,622.68585
707,698.946
443,458.9084
524,535.0804
601,570.3473
616,591.728
816,820.4207
505,512.4266
479,511.15735
699,684.52826
567,593.0865
473,444.2216
817,820.5451
638,639.2117
568,537.11
600,598.35754
691,660.18115
724,706.4904
635,660.0818
709,734.7448
527,499.049
476,477.80524
653,641.52277
474,508.33655
448,472.23288
519,509.8786
789,773.20386
509,511.6386
456,476.49414
790,788.5499
605,599.32654
701,694.2277
778,778.96857
541,522.94073
616,623.63776
496,512.2702
504,521.69006
598,603.29047
436,433.9853
677,670.19403
827,818.52094
813,781.2043
542,552.45874
539,560.22485
742,718.375
601,597.7392
642,651.9683
501,504.65747
571,538.1769
482,488.45895
774,785.78345
502,577.4415
371,430.84802
761,757.5532
560,573.6684
756,759.08966
568,564.19543
490,507.24524
372,439.08218
586,598.349
581,528.6622
819,810.05817
508,527.39105
476,475.30515
710,707.8318
670,658.96045
692,728.1424
474,461.3619
505,513.0031
661,614.70685
811,805.54974
730,722.20624
827,831.40314
552,580.9059
540,530.0393
790,765.2079
538,586.6018
804,803.51404
589,552.78656
552,559.8629
502,516.98553
731,734.96716
481,474.78998
827,820.13135
425,462.44522
798,740.13495
525,554.1288
686,695.9653
762,762.1368
515,556.3924
823,818.50964
512,548.691
470,478.5416
565,527.7713
599,594.77673
480,467.93387
773,761.86896
533,518.5032
707,731.5339
605,628.8311
767,743.2359
510,521.85187
590,623.64246
621,627.8856
585,598.4061
481,482.44452
535,539.8881
540,552.59393
781,769.4513
763,751.6416
652,622.91266
489,504.98282
516,547.39355
793,802.4556
810,814.59106
428,447.4914
461,433.83585
802,794.33466
800,790.57806
563,574.56
555,565.58704
800,768.1776
821,826.2213
560,558.1553
801,756.7993
812,769.7249
415,425.38455
736,694.51685
709,697.5598
729,716.0262
780,793.87823
527,559.47626
636,667.1469
394,434.13754
725,722.575
674,706.2553
651,656.84247
563,607.7216
485,466.6506
511,518.92487
531,527.3375
519,514.0959
713,706.171
581,630.0524
760,795.6029
692,747.3244
573,561.1297
680,689.46924
627,657.0504
509,487.5326
578,588.5751
483,522.45465
561,542.07623
627,614.9693
523,526.60516
726,708.518
616,544.2222
600,586.77057
579,606.36816
534,537.4846
566,565.71173
822,822.67065
524,537.8041
544,551.5444
543,538.98083
715,714.635
654,611.1718
749,761.2239
749,745.6545
478,471.51712
546,540.7771
725,729.713
479,463.5389
554,570.57965
474,489.0851
393,367.77924
603,607.7535
536,536.68756
554,524.7982
759,737.5332
736,758.21796
597,622.8044
806,718.60144
497,531.0912
492,514.2849
672,673.336
494,520.7711
479,528.673
822,825.4044
821,812.41174
704,670.52686
748,733.46075
509,495.25336
612,603.736
793,792.5583
528,589.2878
567,562.2277
641,657.5927
501,509.32422
533,535.9724
714,742.3154
520,543.2254
745,742.2542
798,798.31573
527,537.04193
742,749.0185
624,591.737
547,581.9329
826,810.3158
821,800.1591
587,607.9362
694,701.71124
491,520.57806
586,598.79047
572,496.1568
741,718.79736
818,809.67676
612,623.53314
580,566.1464
792,777.3215
610,584.1052
502,513.2641
421,441.78503
458,503.16626
500,511.96487
572,590.5201
562,586.4959
448,461.21957
485,508.45956
654,558.0083
618,596.9174
654,638.53674
584,567.7671
497,524.82935
794,782.1585
690,734.72614
501,524.2005
689,602.1364
523,538.18274
703,712.95465
663,668.5204
611,642.2304
819,824.81537
712,673.00226
519,532.12823
806,798.4436
665,676.5852
563,585.0985
561,619.5803
585,592.0968
524,537.382
537,530.9735
